message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post11662198	0.675	duvija	Spanish - Uruguay	L1	post11661812	flljob	México español	L1
post11649216	0.535	Pixidio	Español	L1	post11649155	elnickestalibre	español	L1
post11615192	0.605	juandiego	Spanish from Spain	L1	post11615028	Amandala	Castellano rioplatense	L1
post11530205	0.555	danny_el_travieso	Spanish & English	L1	post11529736	hagne	Polish	L2
post11468420	0.62	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11468410	Espero Antos	Italian	L2
post11364740	0.6	AllegroModerato	Dutch (Netherlands)	L2	post11364612	in-need	French - France	L2
post11327962	0.585	kunvla	Ruso	L2	post11327949	Hiro Sasaki	Japan, Japanese	L2
post11286908	0.655	oa2169	Español	L1	post11286874	jpaulopf	Português - Brasil	L2
post11274204	0.5	piojosnos	Spanish	L1	post11274061	liquidsnake	Colombian, Spanish	L1
post11272986	0.615	aldonzalorenzo	Spanish	L1	post11272875	meedherrero	French-Spanish	L1
post11273447	0.55	kunvla	Ruso	L2	post11273424	Cornelioh	Español mexicano	L1
post11210533	0.555	Agró	Spanish-Navarre	L1	post11210492	Pedro Felipe	Spanish	L1
post11205120	0.595	juandiego	Spanish from Spain	L1	post11203922	hagne	Polish	L2
post11204820	0.565	Adolfo Afogutu	Español	L1	post11204472	okporip	Brasil, português	L2
post11192345	0.575	XiaoRoel	galego, español	L1	post11191678	Crystal Dome	Spanish (Spain)	L1
post11174758	0.54	XiaoRoel	galego, español	L1	post11173144	Naticruz	Portugal - Português	L2
post11146798	0.645	XiaoRoel	galego, español	L1	post11146062	Sergiov3	Spanish	L1
post11135326	0.53	XiaoRoel	galego, español	L1	post11135104	dardoli	Spanish	L1
post11133720	0.65	XiaoRoel	galego, español	L1	post11133411	dardoli	Spanish	L1
post11128560	0.575	zeuss1983	spanish	L1	post11128476	Magda_m	polish	L2
post11113838	0.53	Fanaya	Castilian-leonese Spanish - Spain	L1	post11113637	SãoEnrique	French France	L2
post10898914	0.68	Eneamus	Spanish	L1	post10898847	Queen_Elizabeth	italiano	L2
post10859126	0.725	robertopolaco	polaco	L2	post10858332	robertopolaco	polaco	L2
post10862544	0.65	Canela Mad	Spanish Colombia-Spain	L1	post10862272	pevi	Spanish (spain)	L1
post10780701	0.645	Jonno	Castellano	L1	post10780673	Maf	Spanish Spain	L1
post10640779	0.59	juandiego	Spanish from Spain	L1	post10640267	robertopolaco	polaco	L2
post10720586	0.605	Pítuli	Español, español y catalán	L1	post10720528	BiljanaVu	Serbian	L2
post10284380	0.645	chics	Catalan - Spanish	L1	post10284290	Estefanía López	Español	L1
post10667469	0.59	juandiego	Spanish from Spain	L1	post10662827	robertopolaco	polaco	L2
post10699324	0.55	AbogadaMadrid	Español (España)	L1	post10699173	AllegroModerato	Dutch (Netherlands)	L2
post10615800	0.57	Cebolleta	Spanish (Spain)	L1	post10615470	Jonno	Castellano	L1
post1332892	0.52	lazarus1907	Spanish, Spain	L1	post1332773	Luis Albornoz	Castellano - Argentina	L1
post10598654	0.605	Realice	Spanish - Spain	L1	post10598393	kunvla	Ruso	L2
post10537518	0.56	Bloodsun	Castellano - Argentina	L1	post10537448	LauraK	American English	L2
post10341353	0.405	kunvla	Ruso	L2	post10340405	OreoChick	Español	L1
post10323861	0.635	jorgema	Peruvian Spanish	L1	post10323768	friasc	English-Spanish	L1
post10325791	0.58	Realice	Spanish - Spain	L1	post10325671	kalokairi	Greek	L2
post7400584	0.64	swift	Spanish – Costa Rica (Valle Central)	L1	post7400446	napoleonwin	spanish	L1
post10075469	0.585	Realice	Spanish - Spain	L1	post10075264	dec-sev	Russian	L2
post10280669	0.63	Andurriante	Spanish	L1	post10280516	Jaime Bien	Español/España	L1
post10239104	0.62	PABLO DE SOTO	Spain Spanish	L1	post10238995	epistolario	Tagalog	L2
post10240465	0.61	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post10240448	Diddy	Spanish	L1
post10203003	0.58	aldonzalorenzo	Spanish	L1	post10202880	La finlandesa	Finnish	L2
post10141597	0.49	AllegroModerato	Dutch (Netherlands)	L2	post10141561	babyray	Italian	L2
post10137167	0.525	Pixidio	Español	L1	post10137043	kalokairi	Greek	L2
post10136020	0.675	aldonzalorenzo	Spanish	L1	post10135959	turkjey5	English - USA	L2
post10092973	0.55	RaulCavazos	Mexican Spanish	L1	post10092785	HalloweenJr	Español	L1
post10043196	0.625	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post10043176	kamovas	español	L1
post10031274	0.53	Pixidio	Español	L1	post10031213	Hiro Sasaki	Japan, Japanese	L2
post9952806	0.62	pedro_trionix	Spanish and Galician	L1	post9952392	vacionauta	Greek	L2
post9920091	0.695	Bloodsun	Castellano - Argentina	L1	post9920014	XiaoRoel	galego, español	L1
post9906886	0.63	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post9906869	Colchonero	Español	L1
post9895951	0.605	XiaoRoel	galego, español	L1	post9895793	kunvla	Ruso	L2
post9887705	0.67	Bloodsun	Castellano - Argentina	L1	post9887649	Xiaoma	Polish	L2
post9882135	0.61	Realice	Spanish - Spain	L1	post9881754	BARTOLINA	ESPAÑOL	L1
post9866001	0.65	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post9865944	Almighty Egg	English (British)	L2
post9860786	0.635	Lurrezko	Spanish (Spain) / Catalan	L1	post9860770	Hiro Sasaki	Japan, Japanese	L2
post9848684	0.64	Bloodsun	Castellano - Argentina	L1	post9848628	katzuhiko minohara corona	Mexican Spanish (Mexico City)	L1
post9845765	0.61	XiaoRoel	galego, español	L1	post9845421	conjugación	español	L1
post9693282	0.44	JuanitooCarlos	mexican spanish	L1	post9693253	Nicodi2	Français	L2
post9803995	0.685	joanhector23	Español PR	L1	post9803889	renatapatry	Romanian	L2
post9785184	0.715	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post9785124	ElvisAlex	Romanian	L2
post9773355	0.555	XiaoRoel	galego, español	L1	post9772929	Marcin1985	polish	L2
post9756270	0.545	XiaoRoel	galego, español	L1	post9756044	jesurum	Puerto Rico, spanish	L1
post9702627	0.635	Lurrezko	Spanish (Spain) / Catalan	L1	post9702485	Miguel Genar	Spanish	L1
post7227594	0.63	hosec	español	L1	post7219788	AguAmor	espanol	L1
post9686949	0.6	Agró	Spanish-Navarre	L1	post9686878	Kotbury	polaco	L2
post9642157	0.225	didakticos	Español de Costa Rica (y de otras partes también)	L1	post9642121	anastas_007	Bulgarian	L2
post9623338	0.725	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post9623322	Marcin1985	polish	L2
post9602381	0.715	Lurrezko	Spanish (Spain) / Catalan	L1	post9602367	Mercachifle	Spain - Spanish	L1
post9603535	0.66	gvergara	Español	L1	post9603108	epistolario	Tagalog	L2
post9596016	0.615	Agró	Spanish-Navarre	L1	post9595419	Buscando_canocimiento	Italiano-Italia	L2
post9576351	0.66	aldonzalorenzo	Spanish	L1	post9576119	pEbEka	Portuguese	L2
post9568916	0.535	flljob	México español	L1	post9568849	BARTOLINA	ESPAÑOL	L1
post9540279	0.56	Rayines	Castellano/Argentina	L1	post9540091	Naticruz	Portugal - Português	L2
post9525720	0.52	XiaoRoel	galego, español	L1	post9525467	damonk	español	L1
post9467487	0.565	Calambur	Castellano (rioplatense) - Lunfardo	L1	post9446986	elnickestalibre	español	L1
post9503851	0.675	Agró	Spanish-Navarre	L1	post9503823	Nokk	Mexican Spanish	L1
post1613016	0.675	Flito	Galego • Español	L1	post1612722	Cracker Jack	Ilonggo	L2
post9495720	0.715	YonosethenIask	USA - Español	L1	post9495687	loreta29	Spanish	L1
post9494857	0.58	Erreconerre	Mexican Spanish	L1	post9494746	hbcardenas	mexican spanish	L1
post9410810	0.595	pozzo	inglés canadiense	L2	post9410723	rosymak	Latin American spanish	L1
post9398184	0.555	Peón	Castellano	L1	post9396860	irene.acler	Italiano	L2
post9345527	0.535	Dr. Fumbles	English - US	L2	post9345497	Meyzgz	Spain, spanish	L1
post9320696	0.685	XiaoRoel	galego, español	L1	post9320558	marvellous	polish	L2
post1206378	0.585	aleCcowaN	Castellano - Argentina	L1	post1206092	Sidjanga	German;southern tendencies	L2
post9313788	0.515	clares3	español España	L1	post9313648	Jihaady	Arabic-Egypt	L2
post9307077	0.695	Agró	Spanish-Navarre	L1	post9307040	oa2169	Español	L1
post9287690	0.61	MiriamArg	River-Plate Spanish/English	L1	post9287577	pugachov	Chilean Spanish	L1
post9201824	0.595	Cuddy	Spanish (Argentina)	L1	post6395027	Bränditon	Español	L1
post9156207	0.555	clares3	español España	L1	post9155884	Wa Lo	Español	L1
post9145710	0.665	Agró	Spanish-Navarre	L1	post9145452	pituji	Spanish-Spain	L1
post9129557	0.635	Rayines	Castellano/Argentina	L1	post9129494	cacarulo	Buenos Aires, Argentina * Español	L1
post2717387	0.555	volky	Spanish/English	L1	post2717365	chuyujingtai	China, chino	L2
post9060976	0.64	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post9060905	laislabonita	italiano	L2
post9055683	0.55	Agró	Spanish-Navarre	L1	post9055662	epistolario	Tagalog	L2
post9051601	0.48	RaulCavazos	Mexican Spanish	L1	post9051063	Leyanis	slovenian	L2
post9038371	0.605	Agró	Spanish-Navarre	L1	post9038351	Leseratte	Cuban Spanish	L1
post9030170	0.67	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post9030039	Soto	español - argentina	L1
post9020579	0.625	XiaoRoel	galego, español	L1	post9020257	flljob	México español	L1
post9006406	0.485	RaulCavazos	Mexican Spanish	L1	post9006267	Carinebh	Brasil Português	L2
post8987177	0.59	Agró	Spanish-Navarre	L1	post8987006	elcamarero	Dutch (Flemish)	L2
post6970982	0.63	Pinairun	Castellano	L1	post6970939	roni456	peru- castellano	L1
post8852559	0.57	RaulCavazos	Mexican Spanish	L1	post8852526	aunaprendo	English-USA	L2
post8836545	0.57	Ayutuxtepeque	Español salvadoreño	L1	post8835114	S_Kaede	españa	L1
post8839223	0.54	Agró	Spanish-Navarre	L1	post8839099	GrammarObsession	Spanish	L1
post8798722	0.665	Calambur	Castellano (rioplatense) - Lunfardo	L1	post8798669	epistolario	Tagalog	L2
post8751651	0.66	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post8751513	epistolario	Tagalog	L2
post8746260	0.655	Agró	Spanish-Navarre	L1	post8746194	Miguel Genar	Spanish	L1
post8741799	0.63	ToñoTorreón	Español de México	L1	post8741767	elnickestalibre	español	L1
post8668663	0.42	Pinairun	Castellano	L1	post8668524	EWAK	Poland	L2
post8645069	0.525	hosec	español	L1	post8644694	SanTheMan	Andalusia (Spain) - Spanish	L1
post8566637	0.65	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post8566611	kriterio_abroad_uk	PT Portuguese	L2
post8558704	0.66	Agró	Spanish-Navarre	L1	post8558647	vamoskang	Korean	L2
post8537459	0.6	XiaoRoel	galego, español	L1	post8537300	Erejota	English- United States	L2
post8519923	0.64	Agró	Spanish-Navarre	L1	post8519516	Silur	Spanish	L1
post8477682	0.64	HUMBERT0	Español	L1	post8477552	carlosch	Español	L1
post8425501	0.52	clares3	español España	L1	post8425010	agul_agulec	Polish - Spanish	L1
post5703607	0.55	Vergari	español-català	L1	post5703241	Adolfo Afogutu	Español	L1
post8194367	0.515	Pinairun	Castellano	L1	post8193620	eloyjake	chino	L2
post8122716	0.535	balduino	Castellano	L1	post8122295	liberte64	chinese	L2
post8098784	0.615	balduino	Castellano	L1	post8098748	elisawang	chinese	L2
post8089128	0.61	Agró	Spanish-Navarre	L1	post8088988	ladynoa	Español (España)	L1
post8036786	0.585	Adolfo Afogutu	Español	L1	post8036284	giberian	German	L2
post8011849	0.58	Södertjej	Spanish ES/Swedish (utlandssvensk)	L1	post8011700	Mamentxu	Español	L1
post7985113	0.62	Adolfo Afogutu	Español	L1	post7984722	Soto	español - argentina	L1
post7964109	0.515	Pinairun	Castellano	L1	post7964009	asm	Mexico, Spanish	L1
post7960332	0.635	nand-o	European Spanish	L1	post7960277	zipp404	Bilingual English|Español	L1
post7941318	0.595	Pinairun	Castellano	L1	post7941234	thuja	english; united states	L2
post7872110	0.615	Klepteria	Mexican Spanish	L1	post7871943	johnegypt	arabic	L2
post7857952	0.57	Agró	Spanish-Navarre	L1	post7857927	alberthamon	Spanish Spain	L1
post7857813	0.64	Molihua*	Spanish	L1	post7857334	Inmortal	Español de España (castellano)	L1
post7765402	0.66	Agró	Spanish-Navarre	L1	post7765254	JccHoney	Espanol - Ecuador	L1
post3018398	0.625	ryba	polski	L2	post3018393	ryba	polski	L2
post7489136	0.645	Delicatessen	Spanish / Valencia (España)	L1	post7487993	LUNAABELL	MEXICO	L2
post6487194	0.64	Pinairun	Castellano	L1	post6486549	Namarne	Spanish	L1
post7404274	0.65	Mate	Castellano - Argentina	L1	post7404175	Vaderchain	español	L1
post7403340	0.575	Valtiel	Castilian and Catalan	L1	post7403314	jofica	El Salvador	L2
post7393643	0.645	Pinairun	Castellano	L1	post7393139	INGELM	Español Venezuela	L1
post7349036	0.595	Agró	Spanish-Navarre	L1	post7349001	descripcionario	spanish	L1
post7345807	0.655	ToñoTorreón	Español de México	L1	post7345787	langueamoureux	french	L2
post7320537	0.68	JABON	Español	L1	post7317152	lapetitebiquette	french	L2
post7181954	0.665	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post7181743	MAGUANÁ	Español	L1
post7171300	0.55	Rayines	Castellano/Argentina	L1	post7171238	Ergosum	korean, Spanish, English	L1
post5115582	0.585	iran	ESPAÑOL, Basque	L1	post5115249	roni456	peru- castellano	L1
post7130902	0.595	0scar	Spanish-Argentina	L1	post7128217	Estopa	Spanish - Spain	L1
post7049509	0.595	Babiaorum	Español (España)	L1	post7048386	Nasos	Grecia, griego	L2
post6967461	0.645	ToñoTorreón	Español de México	L1	post6966890	MoonLight_lights	Spanish!	L1
post6920897	0.625	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post6920772	TaniaF	Russian-Swedish	L2
post6818971	0.62	Rayines	Castellano/Argentina	L1	post6818845	La finlandesa	Finnish	L2
post6801676	0.56	Cuervodka	Spanish - Bogotá, English - California	L1	post6801598	tierralibre	mexican spanish	L1
post3712905	0.775	Felerdunguis	Costa Rica Español	L1	post3711878	Claulu	Argentina Español	L1
post6609638	0.565	XiaoRoel	galego, español	L1	post6609464	teri_doo	Czech	L2
post6314662	0.715	mirx	Español	L1	post6314620	flornarina	spanish, Barcelona	L1
post6507842	0.6	ampurdan	Català & español (Spain)	L1	post6507282	asm	Mexico, Spanish	L1
post6452182	0.56	Indiana (Nahuel)	Argentina Español	L1	post6452065	bayo	español - américa	L1
post6451389	0.545	clares3	español España	L1	post6448524	Djronan	English, United States	L2
post6264799	0.7	jc19	Español - México	L1	post6264780	menyoj	spanish, spain	L1
post6258644	0.605	jc19	Español - México	L1	post6258614	chuyujingtai	China, chino	L2
post6255347	0.61	Diddy	Spanish	L1	post6255303	jesurum	Puerto Rico, spanish	L1
post6037330	0.44	talshanir	Argentina Spanish	L1	post6037294	Vampiro	Chile - Español	L1
post5937384	0.705	piraña utria	Spanish - Colombian with Caribbean nuanc	L1	post5937187	Written_inSpace	Spanish	L1
post5893219	0.59	ToñoTorreón	Español de México	L1	post5893119	nuevoestudiante	italiano italia	L2
post5889190	0.625	ToñoTorreón	Español de México	L1	post5889071	Polizón	Español	L1
post5607252	0.485	Pinairun	Castellano	L1	post5606398	Bränditon	Español	L1
post5732091	0.655	trisquela	Español - España	L1	post5731971	Dariocs	Spanish	L1
post1329331	0.655	María Madrid	Spanish Spain	L1	post1329256	Yyrkoon	Castellano-España	L1
post1653376	0.68	madeinperu	Castellano	L1	post1652905	pequeñomar	Spanish (native)	L1
post5540577	0.585	aleCcowaN	Castellano - Argentina	L1	post5540234	alv	spain	L2
post5529763	0.605	Probo	Español	L1	post5529302	NewdestinyX	American English	L2
post5518111	0.52	aleCcowaN	Castellano - Argentina	L1	post5518016	joene92	Bélgica neerlandés	L2
post5199034	0.6	Acu	Spanish Spanish	L1	post5198794	ChocolateLover	English	L2
post5118996	0.555	Talant	Spanish-ES	L1	post5118701	chuyujingtai	China, chino	L2
post5090943	0.59	Fernita	castellano de Argentina.	L1	post5090828	El Patillas	Svenska	L2
post1176706	0.59	Argentum	Spanish - Argentina	L1	post1176508	tatius	Spanish (Spain) - French	L1
post3039400	0.605	Surinam del Nord	Español - España	L1	post3029631	Rodopea	Bulgaria, bulgarian	L2
post4619378	0.525	Namarne	Spanish	L1	post4618680	La Vasca	Estados Unidos, English	L2
post4447790	0.655	Rayines	Castellano/Argentina	L1	post4447168	lacondesa	Mexico  English	L2
post1396495	0.66	oriental	Spanish-R.O.Uruguay	L1	post1395838	SOS VOS	ITALIAN ITALY	L2
post4216330	0.66	ieracub	Chile/Español	L1	post4216302	pumpfever	Mexico Spanish	L1
post3983587	0.605	aleCcowaN	Castellano - Argentina	L1	post3982985	sigjak	Noruego/Norwegian	L2
post3968534	0.65	labrapalabras	Mexico, Spanish	L1	post3968485	floraffo2	Argentina (live in U.S.A) - Español	L1
post3379119	0.625	grdsit	Español, El Salvador	L1	post3378986	Mikael Persson	Sweden Swedish	L2
post3859967	0.665	aleCcowaN	Castellano - Argentina	L1	post3859707	Einat	hebrew	L2
post3250856	0.585	yserien	Spanish	L1	post3250744	krolaina	Spanish, Spain	L1
post3780852	0.665	Little Chandler	español (ESP)	L1	post3779569	lessia	Russian; Russia	L2
post3761849	0.72	hosec	español	L1	post3761823	Zorgdoin	español España	L1
post3725613	0.625	ToñoTorreón	Español de México	L1	post3725568	misorelos	Greece greek	L2
post3706110	0.635	Namarne	Spanish	L1	post3705944	C456	Spanish	L1
post3674624	0.595	Lumia	Catalan and Spanish	L1	post3674444	alumnafrancesa	france	L2
post3671342	0.73	Huinca	Spanish Argentina	L1	post3671007	Bryan05	Español peruano ribereño	L1
post3584066	0.595	Domtom	español, català	L1	post3582493	krogui	France- français	L2
post3592076	0.59	Aurora2	España - español	L1	post3591206	pavlo	greek	L2
post3572165	0.64	Pax Commoditatis	Argentina, español/spanish	L1	post3572129	morrocotudo	francia,francés	L2
post3469769	0.565	Domtom	español, català	L1	post3469665	basquiat	Romania, Romanian	L2
post3398465	0.61	Víctor Pérez	Español peninsular Français	L1	post3398092	Sidjanga	German;southern tendencies	L2
post3367896	0.68	gdiaz	Chile - Español	L1	post3367448	Argótide	español bajacaliforniano	L1
post3315323	0.625	Pedro P. Calvo Morcillo	España, español.	L1	post3315202	rutilantetechnicolor	Español, México	L1
post3285612	0.53	Anakin59	Argentina - castellano	L1	post3284848	Cristina Moreno	Lebanon-Arabic	L2
post3259244	0.595	ToñoTorreón	Español de México	L1	post3259225	knela	México/Español	L1
post3179510	0.645	mirx	Español	L1	post3179311	e.ma	Spain, Spanish	L1
post1053858	0.555	diegodbs	Spain-Spanish	L1	post1053791	ignaciobeltran	Español - México	L1
post3028452	0.64	mirk	Native from Mexico, Spanish.  Living in	L1	post3027843	santora	U.S. English	L2
post3027920	0.63	Rayines	Castellano/Argentina	L1	post3027354	JABON	Español	L1
post2918787	0.665	Rayines	Castellano/Argentina	L1	post2918380	Tilitili	México, Español	L1
post2882364	0.55	RoimerG.	Venezuela, Español	L1	post2882076	josé león	Ecuador, español	L1
post2830310	0.655	roal	Venezuela - Español	L1	post2829595	uguban	Germany, german	L2
post2692458	0.54	gonza_arg	Español-Argentina	L1	post2692359	Anggie	Español	L1
post2610814	0.57	lamartus	Spain Spanish	L1	post2610753	Agu	Polish, Poland	L2
post2503981	0.57	yuggoth	Spain.Castellano.Catalán.	L1	post2500022	sigjak	Noruego/Norwegian	L2
post2495076	0.635	Jacoba	España español	L1	post2494644	Yume_Kisst	>.> Normandia	L2
post2461666	0.585	Domtom	español, català	L1	post2461363	Pando	Finland: Swedish, Finnish, English	L2
post2451107	0.67	chics	Catalan - Spanish	L1	post2450744	Nirshamay	Israel-Hebreo	L2
post2340519	0.64	Crisipo de Soli	Castellano, Méjico	L1	post2339501	zahret el zenbak	Árabe	L2
post2308264	0.515	THE PIRATE	Arg/UK - English/Spanish	L1	post2308108	Willia	Spanish (Ecuador)	L1
post2288960	0.64	yuggoth	Spain.Castellano.Catalán.	L1	post2288321	i heart queso	English, Canada	L2
post2261018	0.55	Crisipo de Soli	Castellano, Méjico	L1	post2260656	smarthodas	arabic_egypt	L2
post2261366	0.405	Domtom	español, català	L1	post2261153	Julia83	Bulgaria	L2
post2254116	0.435	MAITECITA	Chile, español	L1	post2253982	Pziko	Mexico-Spanish	L1
post2171584	0.625	sunce	Español, España	L1	post2171225	natasha2000	Serbian	L2
post2176795	0.49	Crisipo de Soli	Castellano, Méjico	L1	post2174457	CABARET	spanish México	L1
post2165335	0.54	Jigoku no Tenshi	Venezuela-Castellano	L1	post2165144	SOS VOS	ITALIAN ITALY	L2
post2162686	0.695	Mate	Castellano - Argentina	L1	post2162588	Dimitris	Greek-Greece	L2
post13201	0.695	Rayines	Castellano/Argentina	L1	post13183	sharie	Spain Spanish	L1
post2131084	0.635	Crisipo de Soli	Castellano, Méjico	L1	post2129251	magnitofon11	Estonia Russian	L2
post2121421	0.63	Crisipo de Soli	Castellano, Méjico	L1	post2121214	Sikundr	Inglés estadounidense	L2
post2084539	0.67	aleCcowaN	Castellano - Argentina	L1	post2084398	natasha2000	Serbian	L2
post2031218	0.46	femmejolie	Spanish (Spain)	L1	post2031114	Sandra123	English, USA	L2
post2025064	0.57	femmejolie	Spanish (Spain)	L1	post2024699	Paulo13	Português (Brasil)	L2
post1999865	0.6	Bocha	castellano	L1	post1999791	képi	English, USA	L2
post1964087	0.65	Casusa	Español - Bolivia	L1	post1963973	oro flamenco	Flandes / neerlandés	L2
post1961306	0.585	März	Spanish	L1	post1961177	Estudiante de Periodismo	Inglés, Estadounidense	L2
post1941639	0.585	jazyk	Brazílie, portugalština	L2	post1941599	Marcius Sanctus	Brazil	L2
post1928250	0.58	megane_wang	Spanish / Catalan	L1	post1927728	smileytranslator	English, UK	L2
post1887046	0.565	Marco A	Spain Spanish	L1	post1886972	lucia2	English - USA	L2
post1886154	0.68	Bocha	castellano	L1	post1885972	gdawgydawg109	English-United States	L2
post1854350	0.645	marcoszorrilla	Español - España	L1	post1854334	suzette*	spain italian	L2
post1784519	0.665	ordequin	Castellano/ España	L1	post1784044	natasha2000	Serbian	L2
post1793505	0.565	Maruja14	Español - España (Madrid)	L1	post1793390	los_setenta	Romanian, Romania	L2
post1743404	0.6	Mr Jones	Spanish	L1	post1743178	oro flamenco	Flandes / neerlandés	L2
post1734684	0.66	María Madrid	Spanish Spain	L1	post1734650	Mr Jones	Spanish	L1
post1702632	0.705	BETOREYES	Colombia Español	L1	post1701956	erdant	Castellano - Argentina	L1
post1622354	0.655	magdala	Española (Madrileña)	L1	post1621336	CARL-CARIBE	Español-Costa Rica	L1
post1576953	0.66	Jasonismo	English; USA	L2	post1576686	Jtolj	USA English	L2
post1549024	0.575	ampurdan	Català & español (Spain)	L1	post1548670	aleCcowaN	Castellano - Argentina	L1
post1540322	0.745	Rayines	Castellano/Argentina	L1	post1540245	Nyon	Español - España	L1
post1406672	0.67	Víctor Pérez	Español peninsular Français	L1	post1405419	solysombra	Argentina (Castellano)	L1
post1384090	0.69	aleCcowaN	Castellano - Argentina	L1	post1383861	octegui	México/Español	L1
post1311981	0.65	aleCcowaN	Castellano - Argentina	L1	post1311919	Like an Angel	Argentina - Spanish	L1
post1278719	0.645	Rayines	Castellano/Argentina	L1	post1278594	Rayines	Castellano/Argentina	L1
post915156	0.585	tatius	Spanish (Spain) - French	L1	post912685	Atticuz	Español	L1
post879256	0.645	dassin	Castellano	L1	post879056	Aleksandra	Poland-polish	L2
post573858	0.43	A.R.Miranda	Spain - Spanish	L1	post573755	drei_lengua	English, United States	L2
post560361	0.515	diegodbs	Spain-Spanish	L1	post560157	drei_lengua	English, United States	L2
